Satis_ID,Brut_Ciro,Iskonto,Net_Satis,OTV,KDV,Export_Tax,COGS,OPEX,EBIT
83,5182.54,382.54,4800.0,0.0,960.0,0.0,1593.89,663.25,1582.86
84,7611.62,411.62,7200.0,0.0,1440.0,0.0,2283.05,802.41,2674.54
85,4165.1,325.1,3840.0,0.0,768.0,307.2,1186.33,562.3,1016.17
86,4935.15,615.15,4320.0,0.0,864.0,0.0,1469.81,479.72,1506.47
87,4067.19,227.19,3840.0,0.0,768.0,0.0,1188.12,390.49,1493.39
88,1517.95,77.95,1440.0,0.0,288.0,0.0,459.09,168.56,524.35
89,1529.06,89.06,1440.0,0.0,288.0,0.0,489.21,192.83,469.95
90,4151.11,311.11,3840.0,0.0,768.0,307.2,1258.16,435.26,1071.38
91,1595.92,155.92,1440.0,0.0,288.0,0.0,437.41,164.16,550.44
92,528.5,48.5,480.0,0.0,96.0,0.0,144.57,70.22,169.21
93,4279.13,439.13,3840.0,0.0,768.0,0.0,1259.22,519.07,1293.71
94,8089.17,889.17,7200.0,0.0,1440.0,0.0,2455.39,785.83,2518.78
95,19155.53,2355.53,16800.0,0.0,3360.0,0.0,5407.47,2223.9,5808.63
96,19128.09,2328.09,16800.0,0.0,3360.0,0.0,5243.51,1776.58,6419.91
97,5163.73,363.73,4800.0,0.0,960.0,0.0,1603.18,707.92,1528.9
98,4147.48,307.48,3840.0,0.0,768.0,0.0,1324.18,443.81,1304.01
99,2607.01,207.01,2400.0,0.0,480.0,0.0,768.18,283.98,867.84
100,10332.72,732.72,9600.0,0.0,1920.0,0.0,2962.02,1298.17,3419.81
101,4654.79,334.79,4320.0,0.0,864.0,0.0,1503.18,445.66,1507.16
102,2120.53,200.53,1920.0,0.0,384.0,0.0,637.09,205.82,693.08
103,4832.24,512.24,4320.0,0.0,864.0,0.0,1316.26,497.42,1642.32
104,21168.25,1968.25,19200.0,0.0,3840.0,1536.0,5991.04,2867.94,4965.02
105,13653.5,1653.5,12000.0,0.0,2400.0,0.0,3995.7,1741.86,3862.44
106,15465.37,1065.37,14400.0,0.0,2880.0,0.0,4476.41,2050.86,4992.73
107,5502.53,702.53,4800.0,0.0,960.0,0.0,1620.12,656.1,1563.78
108,1084.94,124.94,960.0,0.0,192.0,0.0,316.71,120.27,331.03
109,22879.06,1279.06,21600.0,0.0,4320.0,0.0,6960.95,2410.36,7908.69
110,2149.41,229.41,1920.0,0.0,384.0,0.0,580.82,196.32,758.86
111,20709.73,1509.73,19200.0,0.0,3840.0,0.0,5911.8,2873.46,6574.73
112,16117.47,1717.47,14400.0,0.0,2880.0,0.0,4339.46,1487.36,5693.18
113,10983.47,1383.47,9600.0,1920.0,1920.0,0.0,3341.06,1258.42,1160.52
114,15744.78,1344.78,14400.0,720.0,2880.0,0.0,4820.18,1519.72,4460.1
115,1543.31,103.31,1440.0,0.0,288.0,0.0,470.15,198.96,482.89
116,24157.79,2557.79,21600.0,0.0,4320.0,0.0,7096.35,2233.85,7949.8
117,2529.48,129.48,2400.0,0.0,480.0,0.0,733.57,305.81,880.63
118,1088.3,128.3,960.0,0.0,192.0,0.0,335.17,107.59,325.25
119,2616.1,216.1,2400.0,0.0,480.0,0.0,806.01,281.91,832.09
120,4925.7,605.7,4320.0,0.0,864.0,0.0,1497.02,627.14,1331.85
121,11007.01,1407.01,9600.0,1920.0,1920.0,768.0,3067.68,1304.1,620.22
122,26514.36,2514.36,24000.0,0.0,4800.0,0.0,7518.48,3266.03,8415.48
123,1071.87,111.87,960.0,0.0,192.0,76.8,318.4,97.8,275.0
124,4756.0,436.0,4320.0,0.0,864.0,345.6,1362.53,596.8,1151.07
125,4370.93,530.93,3840.0,0.0,768.0,0.0,1220.25,549.06,1302.69
126,2172.8,252.8,1920.0,0.0,384.0,0.0,663.32,253.71,618.97
127,13775.25,1775.25,12000.0,600.0,2400.0,0.0,3841.35,1222.65,3936.0
128,13069.82,1069.82,12000.0,600.0,2400.0,960.0,3808.63,1465.42,2765.95
129,5192.33,392.33,4800.0,0.0,960.0,384.0,1479.92,500.78,1475.3
130,519.82,39.82,480.0,0.0,96.0,0.0,148.82,50.35,184.84
131,17670.76,870.76,16800.0,3360.0,3360.0,1344.0,5726.29,2096.43,913.28
132,2127.96,207.96,1920.0,0.0,384.0,0.0,600.82,278.13,657.04
133,3627.63,267.63,3360.0,0.0,672.0,0.0,1071.59,398.68,1217.73
134,16161.53,1761.53,14400.0,0.0,2880.0,0.0,4698.78,2128.58,4692.63
135,4669.2,349.2,4320.0,0.0,864.0,0.0,1320.56,618.77,1516.66
136,1050.17,90.17,960.0,0.0,192.0,0.0,319.43,113.32,335.24
137,2634.61,234.61,2400.0,0.0,480.0,0.0,805.24,348.06,766.7
138,1627.33,187.33,1440.0,0.0,288.0,0.0,451.83,157.66,542.51
139,1056.59,96.59,960.0,0.0,192.0,0.0,329.02,113.18,325.8
140,527.68,47.68,480.0,0.0,96.0,0.0,158.61,57.06,168.33
141,24219.23,2619.23,21600.0,1080.0,4320.0,1728.0,6790.07,2388.57,5293.36
142,2585.0,185.0,2400.0,0.0,480.0,192.0,796.09,350.45,581.46
143,2699.96,299.96,2400.0,0.0,480.0,0.0,735.3,318.91,865.79
144,2738.15,338.15,2400.0,0.0,480.0,0.0,818.75,313.52,787.73
145,7699.68,499.68,7200.0,360.0,1440.0,576.0,2384.65,800.92,1638.43
146,2660.58,260.58,2400.0,0.0,480.0,0.0,811.88,352.82,755.3
147,535.64,55.64,480.0,0.0,96.0,0.0,161.25,57.4,165.35
148,2527.55,127.55,2400.0,0.0,480.0,0.0,831.54,346.93,741.52
149,2173.16,253.16,1920.0,0.0,384.0,153.6,665.64,240.13,476.63
150,5201.46,401.46,4800.0,0.0,960.0,0.0,1574.0,705.42,1560.58
151,24489.58,2889.58,21600.0,0.0,4320.0,0.0,7222.22,3094.3,6963.47
152,2063.26,143.26,1920.0,0.0,384.0,153.6,646.59,192.48,543.32
153,5162.42,362.42,4800.0,0.0,960.0,0.0,1565.75,677.9,1596.35
154,1014.49,54.49,960.0,0.0,192.0,0.0,324.33,103.98,339.69
155,12680.01,680.01,12000.0,0.0,2400.0,0.0,3959.26,1770.82,3869.92
156,7763.64,563.64,7200.0,0.0,1440.0,0.0,2451.82,945.27,2362.91
157,10767.0,1167.0,9600.0,480.0,1920.0,0.0,3246.87,1074.49,2878.64
158,22011.28,2811.28,19200.0,0.0,3840.0,0.0,6016.59,2438.13,6905.28
159,531.25,51.25,480.0,0.0,96.0,0.0,165.36,51.78,166.86
160,5127.08,327.08,4800.0,0.0,960.0,0.0,1667.0,533.58,1639.42
161,2630.72,230.72,2400.0,0.0,480.0,0.0,757.65,251.41,910.94
162,5434.32,634.32,4800.0,0.0,960.0,384.0,1598.53,672.61,1184.86
163,5079.17,279.17,4800.0,0.0,960.0,0.0,1572.4,700.99,1566.61
164,4334.38,494.38,3840.0,0.0,768.0,0.0,1246.39,432.52,1393.08
165,18235.87,1435.87,16800.0,0.0,3360.0,1344.0,5072.49,1971.97,5051.53
166,1565.85,125.85,1440.0,0.0,288.0,0.0,478.28,196.13,477.6
167,2527.21,127.21,2400.0,0.0,480.0,192.0,799.86,265.44,662.69
168,2644.76,244.76,2400.0,0.0,480.0,0.0,775.83,353.71,790.46
169,10338.22,738.22,9600.0,0.0,1920.0,768.0,3142.33,1122.2,2647.47
170,1612.89,172.89,1440.0,0.0,288.0,0.0,489.04,179.29,483.66
171,13302.41,1302.41,12000.0,600.0,2400.0,0.0,3773.56,1339.14,3887.3
172,23474.02,1874.02,21600.0,0.0,4320.0,1728.0,6831.03,2643.21,6077.76
173,5114.58,314.58,4800.0,0.0,960.0,384.0,1571.47,717.92,1166.61
174,4314.94,474.94,3840.0,0.0,768.0,0.0,1244.06,555.77,1272.17
175,2024.0,104.0,1920.0,0.0,384.0,153.6,655.76,253.9,472.75
176,5394.29,594.29,4800.0,0.0,960.0,384.0,1472.0,610.75,1373.25
177,1588.42,148.42,1440.0,0.0,288.0,0.0,483.61,210.82,457.57
178,4948.2,628.2,4320.0,0.0,864.0,345.6,1411.75,647.89,1050.76
179,10743.51,1143.51,9600.0,0.0,1920.0,0.0,3185.43,1052.7,3441.87
180,7812.88,612.88,7200.0,0.0,1440.0,0.0,2321.27,809.25,2629.48
181,1565.4,125.4,1440.0,0.0,288.0,0.0,497.59,191.01,463.4
182,3304.56,424.56,2880.0,0.0,576.0,0.0,906.41,290.95,1106.64
183,8031.44,831.44,7200.0,360.0,1440.0,0.0,2197.09,901.18,2301.73
184,5297.98,497.98,4800.0,960.0,960.0,384.0,1638.21,558.91,298.88
185,2731.98,331.98,2400.0,0.0,480.0,0.0,795.2,250.7,874.1
186,2606.15,206.15,2400.0,0.0,480.0,192.0,816.32,328.4,583.28
187,3218.47,338.47,2880.0,0.0,576.0,0.0,994.1,307.55,1002.35
188,13217.8,1217.8,12000.0,0.0,2400.0,0.0,4108.89,1391.01,4100.1
189,27105.12,3105.12,24000.0,0.0,4800.0,0.0,7535.94,3425.42,8238.64
190,18122.66,1322.66,16800.0,0.0,3360.0,0.0,5169.29,2387.8,5882.9
191,5108.36,308.36,4800.0,0.0,960.0,0.0,1506.01,489.13,1844.86
192,15864.67,1464.67,14400.0,720.0,2880.0,1152.0,4908.02,1854.59,2885.39
193,1591.19,151.19,1440.0,0.0,288.0,0.0,484.76,194.78,472.46
194,16308.5,1908.5,14400.0,720.0,2880.0,0.0,4628.19,1973.44,4198.37
195,26766.43,2766.43,24000.0,0.0,4800.0,0.0,7564.1,2692.89,8943.01
196,3151.55,271.55,2880.0,0.0,576.0,0.0,868.82,415.59,1019.58
197,13125.2,1125.2,12000.0,0.0,2400.0,0.0,3821.09,1557.87,4221.04
198,2630.96,230.96,2400.0,120.0,480.0,0.0,830.81,315.75,653.44
199,2535.71,135.71,2400.0,480.0,480.0,0.0,830.36,358.28,251.36
200,4671.9,351.9,4320.0,0.0,864.0,0.0,1487.91,438.6,1529.49
201,15691.49,1291.49,14400.0,0.0,2880.0,0.0,4803.22,1983.11,4733.67
202,3118.52,238.52,2880.0,0.0,576.0,0.0,907.7,320.11,1076.2
203,3294.38,414.38,2880.0,0.0,576.0,0.0,906.11,370.61,1027.29
204,19100.16,2300.16,16800.0,0.0,3360.0,0.0,5150.2,2387.69,5902.11
205,3087.01,207.01,2880.0,0.0,576.0,0.0,1005.82,333.56,964.63
206,3203.96,323.96,2880.0,0.0,576.0,0.0,993.84,374.39,935.76
207,2104.64,184.64,1920.0,0.0,384.0,0.0,582.53,235.41,718.06
208,5207.73,407.73,4800.0,0.0,960.0,0.0,1466.82,718.41,1654.76
209,5267.04,467.04,4800.0,0.0,960.0,384.0,1558.84,566.02,1331.13
210,2624.69,224.69,2400.0,0.0,480.0,0.0,812.61,358.0,749.39
211,20455.49,1255.49,19200.0,0.0,3840.0,0.0,6638.89,2686.59,6034.52
212,7682.25,482.25,7200.0,1440.0,1440.0,0.0,2449.15,831.62,1039.23
213,3070.78,190.78,2880.0,0.0,576.0,0.0,893.12,309.63,1101.25
214,5141.22,341.22,4800.0,0.0,960.0,0.0,1638.87,626.41,1574.73
215,5384.89,584.89,4800.0,0.0,960.0,0.0,1617.08,583.46,1639.46
216,2156.55,236.55,1920.0,0.0,384.0,0.0,667.4,255.12,613.48
217,3069.26,189.26,2880.0,0.0,576.0,0.0,947.08,292.68,1064.24
218,1091.27,131.27,960.0,0.0,192.0,0.0,291.94,130.31,345.75
219,5134.99,334.99,4800.0,0.0,960.0,0.0,1580.52,702.35,1557.13
220,3135.08,255.08,2880.0,0.0,576.0,0.0,946.27,343.04,1014.69
221,3696.37,336.37,3360.0,0.0,672.0,0.0,1142.65,394.45,1150.9
222,3118.62,238.62,2880.0,0.0,576.0,0.0,879.39,420.83,1003.78
223,21158.46,1958.46,19200.0,0.0,3840.0,0.0,6646.99,2822.45,5890.56
224,2096.11,176.11,1920.0,0.0,384.0,0.0,614.7,226.87,694.43
225,23954.84,2354.84,21600.0,0.0,4320.0,1728.0,7517.9,3024.31,5009.79
226,2598.75,198.75,2400.0,0.0,480.0,0.0,806.67,269.48,843.85
227,10709.78,1109.78,9600.0,0.0,1920.0,0.0,3050.09,1181.11,3448.8
228,1037.42,77.42,960.0,0.0,192.0,76.8,322.85,132.98,235.37
229,2055.07,135.07,1920.0,0.0,384.0,0.0,590.85,228.46,716.68
230,2558.18,158.18,2400.0,0.0,480.0,0.0,765.19,274.91,879.9
231,10521.63,921.63,9600.0,1920.0,1920.0,0.0,3243.18,1415.85,1100.97
232,1031.52,71.52,960.0,0.0,192.0,76.8,323.66,104.58,262.96
233,10975.93,1375.93,9600.0,0.0,1920.0,0.0,3012.06,1141.3,3526.63
234,3830.07,470.07,3360.0,0.0,672.0,0.0,1090.62,360.99,1236.39
235,4373.04,533.04,3840.0,0.0,768.0,0.0,1319.46,462.81,1289.73
236,26785.86,2785.86,24000.0,0.0,4800.0,0.0,8166.65,3098.58,7934.77
237,505.07,25.07,480.0,0.0,96.0,0.0,162.29,63.3,158.4
238,26714.42,2714.42,24000.0,0.0,4800.0,0.0,8163.11,2551.36,8485.54
239,18807.81,2007.81,16800.0,0.0,3360.0,1344.0,5360.86,1911.67,4823.47
240,510.6,30.6,480.0,0.0,96.0,0.0,147.0,63.16,173.84
241,24710.56,3110.56,21600.0,0.0,4320.0,0.0,6891.52,2247.63,8140.85
242,10525.3,925.3,9600.0,0.0,1920.0,0.0,2904.64,1411.68,3363.68
243,23928.83,2328.83,21600.0,0.0,4320.0,0.0,6820.82,2388.02,8071.16
244,3536.77,176.77,3360.0,0.0,672.0,0.0,1157.08,417.32,1113.6
245,4856.01,536.01,4320.0,0.0,864.0,0.0,1406.29,585.63,1464.08
246,5100.85,300.85,4800.0,0.0,960.0,0.0,1657.29,643.9,1538.82
247,1553.8,113.8,1440.0,0.0,288.0,115.2,439.56,206.87,390.36
248,5275.38,475.38,4800.0,0.0,960.0,0.0,1605.86,669.5,1564.65
249,3215.62,335.62,2880.0,0.0,576.0,0.0,872.73,304.6,1126.67
250,4578.61,258.61,4320.0,0.0,864.0,0.0,1383.39,480.99,1591.61
251,547.51,67.51,480.0,0.0,96.0,0.0,161.83,63.99,158.18
252,21100.7,1900.7,19200.0,0.0,3840.0,0.0,6152.87,2171.81,7035.32
253,13291.21,1291.21,12000.0,0.0,2400.0,0.0,3759.05,1757.88,4083.07
254,3654.89,294.89,3360.0,0.0,672.0,0.0,1113.41,420.7,1153.88
255,7887.79,687.79,7200.0,0.0,1440.0,576.0,2340.69,1068.91,1774.39
256,4271.83,431.83,3840.0,0.0,768.0,0.0,1279.2,455.84,1336.96
257,1075.61,115.61,960.0,0.0,192.0,0.0,331.36,129.13,307.51
258,3081.31,201.31,2880.0,0.0,576.0,0.0,949.63,383.35,971.02
259,12940.12,940.12,12000.0,0.0,2400.0,960.0,3928.8,1281.15,3430.06
260,2599.93,199.93,2400.0,0.0,480.0,0.0,804.89,335.86,779.25
261,23791.93,2191.93,21600.0,0.0,4320.0,0.0,6881.01,2703.16,7695.82
262,26706.05,2706.05,24000.0,0.0,4800.0,0.0,8088.88,2880.03,8231.09
263,4211.79,371.79,3840.0,0.0,768.0,307.2,1152.52,429.88,1182.4
264,13334.11,1334.11,12000.0,0.0,2400.0,0.0,3736.51,1252.45,4611.05
265,2151.33,231.33,1920.0,0.0,384.0,0.0,588.39,268.19,679.41
266,1559.71,119.71,1440.0,0.0,288.0,0.0,437.39,185.34,529.27
267,4735.24,415.24,4320.0,0.0,864.0,0.0,1451.25,535.88,1468.88
268,2705.92,305.92,2400.0,0.0,480.0,0.0,796.03,299.75,824.22
269,3075.19,195.19,2880.0,0.0,576.0,0.0,956.12,383.06,964.82
270,1044.98,84.98,960.0,0.0,192.0,0.0,333.27,99.5,335.23
271,527.9,47.9,480.0,0.0,96.0,0.0,146.67,62.64,174.69
272,24068.23,2468.23,21600.0,1080.0,4320.0,0.0,6912.59,2894.3,6393.11
273,4330.94,490.94,3840.0,0.0,768.0,0.0,1167.68,536.54,1367.79
274,2110.67,190.67,1920.0,0.0,384.0,0.0,602.44,253.65,679.9
275,13713.25,1713.25,12000.0,2400.0,2400.0,0.0,4055.88,1432.78,1711.34
276,3260.54,380.54,2880.0,0.0,576.0,0.0,866.99,349.11,1087.9
277,1640.94,200.94,1440.0,0.0,288.0,115.2,443.46,201.89,391.46
278,3771.18,411.18,3360.0,0.0,672.0,0.0,1030.26,478.96,1178.78
279,1012.22,52.22,960.0,0.0,192.0,0.0,294.71,131.19,342.1
280,4179.79,339.79,3840.0,0.0,768.0,0.0,1178.31,421.14,1472.54
281,1008.64,48.64,960.0,0.0,192.0,0.0,318.13,103.58,346.29
282,15466.18,1066.18,14400.0,0.0,2880.0,0.0,4324.72,1556.51,5638.77
283,4362.97,522.97,3840.0,0.0,768.0,0.0,1326.81,543.2,1202.0
284,26765.12,2765.12,24000.0,4800.0,4800.0,0.0,7905.7,2692.89,3801.41
285,24525.22,2925.22,21600.0,0.0,4320.0,0.0,6521.62,2937.16,7821.22
286,2588.99,188.99,2400.0,0.0,480.0,0.0,732.05,289.07,898.88
287,4291.26,451.26,3840.0,0.0,768.0,0.0,1181.18,522.62,1368.2
288,2594.26,194.26,2400.0,480.0,480.0,0.0,791.42,349.65,298.92
289,13335.66,1335.66,12000.0,2400.0,2400.0,960.0,3979.22,1641.65,619.13
290,18007.61,1207.61,16800.0,0.0,3360.0,0.0,5622.86,2457.47,5359.67
291,2143.88,223.88,1920.0,0.0,384.0,0.0,592.24,218.36,725.4
292,26108.97,2108.97,24000.0,0.0,4800.0,0.0,7776.58,2909.76,8513.66
293,2759.69,359.69,2400.0,0.0,480.0,0.0,799.75,258.13,862.12
294,4272.03,432.03,3840.0,0.0,768.0,0.0,1223.3,512.24,1336.46
295,25305.87,1305.87,24000.0,0.0,4800.0,0.0,7359.87,3183.08,8657.05
296,526.46,46.46,480.0,0.0,96.0,0.0,155.89,58.72,169.39
297,3776.44,416.44,3360.0,0.0,672.0,0.0,1065.67,483.03,1139.3
298,3137.13,257.13,2880.0,0.0,576.0,0.0,896.94,293.9,1113.16
299,25677.97,1677.97,24000.0,0.0,4800.0,0.0,7632.52,3537.85,8029.63
300,2738.84,338.84,2400.0,0.0,480.0,0.0,769.09,296.93,853.98
301,1009.89,49.89,960.0,0.0,192.0,76.8,293.54,122.74,274.92
302,2135.25,215.25,1920.0,0.0,384.0,0.0,635.51,236.08,664.41
303,1642.7,202.7,1440.0,0.0,288.0,0.0,479.54,181.36,491.11
304,1550.73,110.73,1440.0,0.0,288.0,0.0,500.49,197.61,453.9
305,4306.52,466.52,3840.0,0.0,768.0,0.0,1325.08,522.29,1224.62
306,23106.11,1506.11,21600.0,4320.0,4320.0,0.0,6539.64,2337.52,4082.84
307,543.76,63.76,480.0,0.0,96.0,38.4,158.68,57.52,129.41
308,2164.66,244.66,1920.0,0.0,384.0,0.0,632.94,240.68,662.39
309,8124.27,924.27,7200.0,360.0,1440.0,0.0,2461.69,1040.87,1897.44
310,5412.52,612.52,4800.0,0.0,960.0,0.0,1498.77,670.92,1670.31
311,25741.54,1741.54,24000.0,0.0,4800.0,1920.0,7368.52,2516.08,7395.39
312,4927.62,607.62,4320.0,0.0,864.0,0.0,1426.49,446.41,1583.1
313,1060.72,100.72,960.0,0.0,192.0,0.0,303.14,117.43,347.43
314,2739.27,339.27,2400.0,0.0,480.0,0.0,792.7,311.46,815.84
315,517.25,37.25,480.0,0.0,96.0,0.0,144.59,64.36,175.05
316,1589.95,149.95,1440.0,0.0,288.0,0.0,441.92,213.59,496.49
317,18479.96,1679.96,16800.0,0.0,3360.0,0.0,5206.24,2121.46,6112.3
318,23772.81,2172.81,21600.0,0.0,4320.0,0.0,7483.21,3110.15,6686.64
319,1094.62,134.62,960.0,0.0,192.0,0.0,301.07,104.85,362.07
320,4246.47,406.47,3840.0,0.0,768.0,0.0,1306.53,560.78,1204.69
321,3737.23,377.23,3360.0,0.0,672.0,268.8,1096.92,400.89,921.39
322,3189.06,309.06,2880.0,0.0,576.0,0.0,939.23,401.68,963.09
323,534.74,54.74,480.0,0.0,96.0,0.0,146.19,57.32,180.48
324,1523.94,83.94,1440.0,0.0,288.0,0.0,503.67,179.86,468.47
325,3800.45,440.45,3360.0,0.0,672.0,0.0,1086.82,357.8,1243.37
326,1564.85,124.85,1440.0,0.0,288.0,0.0,489.82,174.29,487.88
327,5438.48,638.48,4800.0,240.0,960.0,0.0,1593.38,551.11,1455.51
328,2655.69,255.69,2400.0,0.0,480.0,0.0,811.74,288.97,819.29
329,3206.26,326.26,2880.0,0.0,576.0,0.0,961.0,342.89,1000.1
330,7830.86,630.86,7200.0,0.0,1440.0,0.0,2431.89,758.8,2569.31
331,2758.76,358.76,2400.0,0.0,480.0,192.0,777.68,336.43,613.89
